license_number,business_dba_name,id,license_type,LicenseStatus,premise_county,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date
28269186214535692829,Csnlv Llc,28269186214535692829,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CSNLV LLC,,,,,,,,,2024-07-10
28332017443877189253,Tgnv Llc,28332017443877189253,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGNV LLC,,,,,,,,,2024-07-10
28476312257204037070,Exhale Brands Nevada Llc,28476312257204037070,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2024-07-10
28729875179355972226,Nevada Group Wellness,28729875179355972226,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2024-07-10
28778114311315160635,Deep Roots Harvest Inc.,28778114311315160635,Retail Dispensary,Active,Elko,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2024-07-10
29097337938755289535,Mbnv Distribution T050 Llc,29097337938755289535,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV DISTRIBUTION T050 LLC,,,,,,,,,2024-07-10
29101803441227387589,Nevada Natural Medicines Llc,29101803441227387589,Retail Cultivation,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2024-07-10
29207558783745359680,Acres Cultivation Llc,29207558783745359680,Medical Production,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2024-07-10
29537654627576657070,Clover Creek Organics Llc,29537654627576657070,Retail Production,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLOVER CREEK ORGANICS LLC,,,,,,,,,2024-07-10
29717689414536890016,Tryke Companies So Nv Llc,29717689414536890016,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2024-07-10
30014095193109877690,Greenpoint Nevada Inc,30014095193109877690,Medical Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2024-07-10
30119351751785994439,Silver State Wellness Llc,30119351751785994439,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2024-07-10
30364928071399411961,Helping Hands Wellness Center Inc,30364928071399411961,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2024-07-10
30641754921357655197,Greenpoint Nevada Inc,30641754921357655197,Medical Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2024-07-10
30879415424242137005,Range Brands Llc,30879415424242137005,Retail Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RANGE BRANDS LLC,,,,,,,,,2024-07-10
31181717801815759371,Nlv Mayflower Holdings Llc,31181717801815759371,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLV MAYFLOWER HOLDINGS LLC,,,,,,,,,2024-07-10
31882641465304506399,Tryke Companies Reno Llc,31882641465304506399,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES RENO LLC,,,,,,,,,2024-07-10
31890565875531526199,Premium Produce Llc,31890565875531526199,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PREMIUM PRODUCE LLC,,,,,,,,,2024-07-10
31897842738001059708,800 Stillwell Llc,31897842738001059708,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2024-07-10
32417232543607354135,Holistic Approach Cultivation Llc,32417232543607354135,Medical Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HOLISTIC APPROACH CULTIVATION LLC,,,,,,,,,2024-07-10
32455926792348469657,Waveseer Of Nevada Llc,32455926792348469657,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF NEVADA LLC,,,,,,,,,2024-07-10
32704290606712932888,Ymy Ventures Llc,32704290606712932888,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2024-07-10
33067718465021979566,Deep Roots Harvest Inc.,33067718465021979566,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2024-07-10
33109597595341895101,Dep Ops Nv Llc,33109597595341895101,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEP OPS NV LLC,,,,,,,,,2024-07-10
33333930069916107890,Clark Nmsd Llc,33333930069916107890,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2024-07-10
33560346467246600957,Indoor Garden Farms Llc,33560346467246600957,Retail Cultivation,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INDOOR GARDEN FARMS LLC,,,,,,,,,2024-07-10
33594512887044039784,Waveseer Of Las Vegas Llc,33594512887044039784,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
33612007165240494267,Nlvg Llc,33612007165240494267,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2024-07-10
33757554276109168008,Thc Production Llc,33757554276109168008,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC PRODUCTION LLC,,,,,,,,,2024-07-10
33766980341791854561,Tahoe Hydroponics Company Llc,33766980341791854561,Retail Distributor,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE HYDROPONICS COMPANY LLC,,,,,,,,,2024-07-10
34243875109059614286,Wscc Inc,34243875109059614286,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WSCC INC,,,,,,,,,2024-07-10
34497079237706414213,Nye Natural Medicinal Solutions Llc,34497079237706414213,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2024-07-10
34561668875912663393,Healthcare Options For Patients Enterprises Llc,34561668875912663393,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALTHCARE OPTIONS FOR PATIENTS ENTERPRISES LLC,,,,,,,,,2024-07-10
34652970986411553293,Mmof Vegas Retail Inc,34652970986411553293,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL INC,,,,,,,,,2024-07-10
34770158846525926783,Acres Medical Llc,34770158846525926783,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES MEDICAL LLC,,,,,,,,,2024-07-10
34783954003475226897,Lettucetest Llc,34783954003475226897,Retail Laboratory,Suspended,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LETTUCETEST LLC,,,,,,,,,2024-07-10
35051929286907100905,Qualcan Llc,35051929286907100905,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2024-07-10
35113918658385474933,3480 Hacienda Partners Llc,35113918658385474933,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3480 HACIENDA PARTNERS LLC,,,,,,,,,2024-07-10
35741015061896328515,The Bakery Llc,35741015061896328515,Retail Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE BAKERY LLC,,,,,,,,,2024-07-10
35921128494419615677,Pure Tonic Concentrates Llc,35921128494419615677,Retail Dispensary,Active,Humboldt,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2024-07-10
36011146770937512646,Thompson Farm One Llc,36011146770937512646,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THOMPSON FARM ONE LLC,,,,,,,,,2024-07-10
36017244910783299238,Nevada Group Wellness,36017244910783299238,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2024-07-10
36111143425969416428,Euphoria Wellness Llc,36111143425969416428,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2024-07-10
36471481166286897722,Lettucetest Llc,36471481166286897722,Medical Laboratory,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LETTUCETEST LLC,,,,,,,,,2024-07-10
36506856230444373665,Twelve Twelve Llc,36506856230444373665,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TWELVE TWELVE LLC,,,,,,,,,2024-07-10
36812277747948686823,Solace Enterprises Llc,36812277747948686823,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2024-07-10
36845781847213708344,Matrix Nv Llc,36845781847213708344,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2024-07-10
36853260737760020901,Polaris Wellness Center Llc,36853260737760020901,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2024-07-10
36940245239064189256,Wellness & Caregivers Of Nevada Nlv Llc,36940245239064189256,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA NLV LLC,,,,,,,,,2024-07-10
37194813876768896252,Nye Natural Medicinal Solutions Llc,37194813876768896252,Retail Distributor,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2024-07-10
38120054593314237201,Lone Mountain Partners Llc,38120054593314237201,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2024-07-10
38329603677293790867,Fswfl Llc,38329603677293790867,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FSWFL LLC,,,,,,,,,2024-07-10
38420410922892257960,Green Life Productions Llc,38420410922892257960,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN LIFE PRODUCTIONS LLC,,,,,,,,,2024-07-10
40050104995800309174,Cheyenne Medical Sammy Davis Rd263 Llc,40050104995800309174,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL SAMMY DAVIS RD263 LLC,,,,,,,,,2024-07-10
40056792267279269644,Green Life Productions Llc,40056792267279269644,Retail Distributor,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN LIFE PRODUCTIONS LLC,,,,,,,,,2024-07-10
41146840808916745728,Cclv Production Llc,41146840808916745728,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CCLV PRODUCTION LLC,,,,,,,,,2024-07-10
41150195756844080197,Qualcan Llc,41150195756844080197,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2024-07-10
41491863218758323982,Trnvd670 Llc,41491863218758323982,Retail Dispensary,Active,Humboldt,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVD670 LLC,,,,,,,,,2024-07-10
42117353798137771623,Cn Licensco Iii Inc,42117353798137771623,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2024-07-10
42243169362679005796,Green Cross Nevada Llc,42243169362679005796,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN CROSS NEVADA LLC,,,,,,,,,2024-07-10
42779873098977009443,Greenmart Of Nevada Nlv Llc,42779873098977009443,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENMART OF NEVADA NLV LLC,,,,,,,,,2024-07-10
42801984540428281831,Wellness & Caregivers Of Nevada Ii Llc,42801984540428281831,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA II LLC,,,,,,,,,2024-07-10
42836696676159179870,Circle S Farms Llc,42836696676159179870,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2024-07-10
42964757214640794936,Clark Nmsd Llc,42964757214640794936,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2024-07-10
43145225960370597103,Nlvg Llc,43145225960370597103,Retail Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2024-07-10
43160131583347244176,Mj Distributing C202 Llc,43160131583347244176,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C202 LLC,,,,,,,,,2024-07-10
43388435085849646312,Nevada Organic Remedies Llc,43388435085849646312,Retail Dispensary,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
43766627397168972639,Fidelis Holdings Llc,43766627397168972639,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2024-07-10
44563284956259379216,Lone Mountain Partners Llc,44563284956259379216,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2024-07-10
44586947570239330237,Eaker Operating Llc,44586947570239330237,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EAKER OPERATING LLC,,,,,,,,,2024-07-10
44593280192084310982,Cheyenne Medical Llc,44593280192084310982,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL LLC,,,,,,,,,2024-07-10
44613767467345472019,Deep Roots Harvest Inc.,44613767467345472019,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2024-07-10
44883920913662445208,Premium Produce Llc,44883920913662445208,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PREMIUM PRODUCE LLC,,,,,,,,,2024-07-10
44967653318399830596,Dpl Nv Llc,44967653318399830596,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DPL NV LLC,,,,,,,,,2024-07-10
45124567643462616034,Kindibles Llc,45124567643462616034,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KINDIBLES LLC,,,,,,,,,2024-07-10
45333337224974981554,High Sierra Holistics Llc,45333337224974981554,Retail Dispensary,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2024-07-10
45452459135682728564,Greenway Medical Llc,45452459135682728564,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENWAY MEDICAL LLC,,,,,,,,,2024-07-10
45524894396296300516,Canalysis Nevada Llc,45524894396296300516,Medical Laboratory,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANALYSIS NEVADA LLC,,,,,,,,,2024-07-10
45550027572824324494,Nevada Pure Llc,45550027572824324494,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2024-07-10
45779336388196486818,Silver Black Attack Llc,45779336388196486818,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER BLACK ATTACK LLC,,,,,,,,,2024-07-10
45830142734877997535,Unifern Llc,45830142734877997535,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,UNIFERN LLC,,,,,,,,,2024-07-10
46100778561169443516,G3 Labs Llc,46100778561169443516,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,G3 LABS LLC,,,,,,,,,2024-07-10
46177828217679739988,Greenscape Productions Llc,46177828217679739988,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2024-07-10
46934338604709544132,Kynd-Strainz Llc,46934338604709544132,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KYND-STRAINZ LLC,,,,,,,,,2024-07-10
47094106326314465305,Carson City Agency Solutions Llc,47094106326314465305,Retail Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CARSON CITY AGENCY SOLUTIONS LLC,,,,,,,,,2024-07-10
47182081583508846760,Mmof Vegas Retail 2 Inc,47182081583508846760,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL 2 INC,,,,,,,,,2024-07-10
48154658590044707064,Nevada Group Wellness,48154658590044707064,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2024-07-10
48202177934598005793,Essence Tropicana Llc,48202177934598005793,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2024-07-10
48306359790925315497,Mj Distributing C202 Llc,48306359790925315497,Medical Cultivation,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C202 LLC,,,,,,,,,2024-07-10
48309202150183437033,Silver Sage Wellness Llc,48309202150183437033,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2024-07-10
48570745986570139944,Physis One Llc,48570745986570139944,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PHYSIS ONE LLC,,,,,,,,,2024-07-10
48573289589249273073,Natural Medicine Llc,48573289589249273073,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2024-07-10
48581446096638497899,Mbnv Gt Llc,48581446096638497899,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV GT LLC,,,,,,,,,2024-07-10
49035067150536429938,Waveseer Of Las Vegas Llc,49035067150536429938,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
49050217089132565292,Unifern Llc,49050217089132565292,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,UNIFERN LLC,,,,,,,,,2024-07-10
49482059957736466451,Kayas Kitchen Llc,49482059957736466451,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KAYAS KITCHEN LLC,,,,,,,,,2024-07-10
49664395053675917070,Greenpoint Nevada Inc,49664395053675917070,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2024-07-10
49988620104464639364,Ymy Ventures Llc,49988620104464639364,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2024-07-10
50474160252959804517,Nabisix Llc,50474160252959804517,Retail Distributor,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NABISIX LLC,,,,,,,,,2024-07-10
50672104256468641763,Tgig Llc,50672104256468641763,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2024-07-10
50748233769645953480,Naturex Ii Llc,50748233769645953480,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATUREX II LLC,,,,,,,,,2024-07-10
50908730033762851212,Cannavative Farms Llc,50908730033762851212,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE FARMS LLC,,,,,,,,,2024-07-10
51266222807288437193,Nevada Organic Remedies Llc,51266222807288437193,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
51824402999678570215,Mm Development Company Inc,51824402999678570215,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
51876830467987506091,Natural Medicine Llc,51876830467987506091,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2024-07-10
52055082544233112314,Wellness & Caregivers Of Nevada Nlv Llc,52055082544233112314,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA NLV LLC,,,,,,,,,2024-07-10
52125541619394980552,Gti Nevada Llc,52125541619394980552,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2024-07-10
52188599373858371816,Blossum Group,52188599373858371816,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BLOSSUM GROUP,,,,,,,,,2024-07-10
52453211787476290375,Silver State Relief Llc,52453211787476290375,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE RELIEF LLC,,,,,,,,,2024-07-10
52625545245998432280,Polaris Wellness Center Llc,52625545245998432280,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2024-07-10
52712498758628776807,3Ap Inc,52712498758628776807,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3AP INC,,,,,,,,,2024-07-10
52840251420805492332,Nlvg Llc,52840251420805492332,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2024-07-10
53116055364203491071,Solace Enterprises Llc,53116055364203491071,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2024-07-10
53908146183081867945,Helping Hands Wellness Center Inc,53908146183081867945,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2024-07-10
54107604407977306180,Libra Wellness Center Llc,54107604407977306180,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIBRA WELLNESS CENTER LLC,,,,,,,,,2024-07-10
54135769938859220718,Essence Tropicana Llc,54135769938859220718,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2024-07-10
54283805068313943868,Paradise Wellness Center Llc,54283805068313943868,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PARADISE WELLNESS CENTER LLC,,,,,,,,,2024-07-10
54535922714915823296,Nevada Holistic Medicine Llc,54535922714915823296,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2024-07-10
54588636135598286871,Nuleaf Clark Dispensary Llc,54588636135598286871,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLARK DISPENSARY LLC,,,,,,,,,2024-07-10
54843900353627537885,Mm Development Company Inc,54843900353627537885,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
54980305084297438991,Thc Nevada Llc,54980305084297438991,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC NEVADA LLC,,,,,,,,,2024-07-10
55363208938053798722,Waveseer Of Nevada Llc,55363208938053798722,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF NEVADA LLC,,,,,,,,,2024-07-10
55426061278341633047,Floret Nevada Llc,55426061278341633047,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FLORET NEVADA LLC,,,,,,,,,2024-07-10
